no,hvdc_code,mr#,commercial_invoice_no.,invoice_date,po_no.,vendor,category,main_description_(po),sub_description,incoterms,currency,invoice_value__(a),freight__(b),insurance__(c),cif_value__(a+b+c),coe,pol,pod,b/l_no./__awb_no.,vessel_name/__flight_no.,vessel_imo_no.,shipping_line,forwarder,ship__mode,pkg,20dc,40dc,40hq,45hq,20ot(in),20ot(oh),40ot(in),40ot(oh),20fr(in),40fr(in),20fr(fv),40fr(ow),"20fr(ow,oh)","40fr(ow,oh)","40fr(ow,ol)",lcl,qty_of_cntr,g_bulk,o_bulk,h_bulk,gwt__(kg),cbm,r/t__(grand-_total),a_cwt(kg),etd,atd,eta,ata,attestation__date,do_collection,customs__start,customs__close,custom__code,duty_amt__(aed),vat_amt__(aed),shu,mir,das,agi,dsv__indoor,dsv__outdoor,dsv__mzd,jdn__mzd,jdn__waterfront,mosb,aaa_storage,zener_(wh),hauler_dg_storage,vijay_tanks,delivery_date
420,HVDC-ADOPT-HE-0265,E01,PRL-DAS-025-O,2025-01-23 00:00:00,4572116646,Hitachi,Elec,Main Converter,Fiber Optic Cables - MULTIMODE,DAP,SEK,2105990.22,3406.51,210599.02,2319995.75,United Kingdom,Felixstowe,Khalifa port,GOT36800222,ALEXANDRA MAERSK,,Maersk,Scan Global Logistics AB,C,8,,,1.0,,,,,,,,,,,,,,1.0,,,,6619.0,14.9,14.9,,2025-01-28,2025-01-28,2025-03-07,2025-03-07,2025-04-16,2025-03-07,2025-03-10,45726.0,47150.0,79440.0,83412.0,,,2025-03-27 00:00:00,,,,,,,2025-03-18,,,,,2025-03-18
421,HVDC-ADOPT-HE-0266,E01,PRL-SHU-039-O,2025-01-23 00:00:00,4572116646,Hitachi,Elec,Main Converter,Fiber Optic Cables - MULTIMODE,DAP,SEK,1864958.92,4451.5,186495.89,2055906.31,United Kingdom,Felixstowe,Khalifa port,GOT36800224,ALEXANDRA MAERSK,,Maersk,Scan Global Logistics AB,C,8,,,,,,,,,,,,,,,,,0.0,,,,6348.0,14.2,14.2,,2025-01-28,2025-01-28,2025-03-07,2025-03-07,2025-04-17,2025-03-07,2025-03-10,45726.0,47150.0,,,2025-03-28,,,,,,,,,,,,,,2025-03-28
422,HVDC-ADOPT-SEI-0020,E03,HVDC-ADOPT-SEI-0020,2025-02-20 00:00:00,5000684244,Sumitomo,Elec,400kV HVDC Cable System,Omline Monitoring System,CIF,EUR,4146376.27,13092.58,20901.85,4180370.7,GERMANY,Frankfurt,Abu Dhabi Airport,HHAD00023181,QR-8222,,,,A,5,,,,,,,,,,,,,,,,,0.0,,,,1882.0,10.518,10.518,,2025-02-28,2025-02-28,2025-03-09,2025-03-09,2025-04-14,2025-03-10,2025-03-10,45726.0,47150.0,832561.0,874188.0,,,,,,,,2025-03-11,,,,,,,2025-03-11
423,HVDC-ADOPT-HE-0317-1,E01,PRL-SHU-046-A1,2025-02-25 00:00:00,4572116646,Hitachi,Elec,Main Converter,CONTROL CUBICLE,DAP,SEK,5666350.0,195802.8,566635.0,6428787.8,SWEDEN,Billund,Abu Dhabi Airport,1130116290,EY,,,Scan Global Logistics AB,A,10,,,,,,,,,,,,,,,,,0.0,,,,6560.0,51.27,51.27,,2025-03-07,2025-03-07,2025-03-11,2025-03-11,2025-04-17,2025-03-11,2025-03-11,45727.0,47150.0,116865.0,122708.0,2025-03-13,,,,,,,,,,,,,,2025-03-13
424,HVDC-ADOPT-HE-0317-2,E01,PRL-SHU-046-A2,2025-02-25 00:00:00,4572116646,Hitachi,Elec,Main Converter,CONTROL CUBICLE,DAP,SEK,5666350.0,195802.8,566635.0,6428787.8,SWEDEN,Billund,Abu Dhabi Airport,1130116291,EY,,,Scan Global Logistics AB,A,10,,,,,,,,,,,,,,,,,0.0,,,,6165.0,47.02,47.02,,2025-03-07,2025-03-07,2025-03-13,2025-03-13,2025-04-17,2025-03-13,2025-03-13,45729.0,47150.0,116842.0,122684.0,2025-03-14,,,,,,,,,,,,,,2025-03-14
425,HVDC-ADOPT-HE-0317-3,E01,PRL-SHU-046-A3,2025-02-25 00:00:00,4572116646,Hitachi,Elec,Main Converter,CONTROL CUBICLE,DAP,SEK,5666350.0,195802.8,566635.0,6428787.8,SWEDEN,Billund,Abu Dhabi Airport,1130116292,EY,,,Scan Global Logistics AB,A,10,,,,,,,,,,,,,,,,,0.0,,,,6655.0,51.27,51.27,,2025-03-07,2025-03-07,2025-03-14,2025-03-14,2025-04-16,2025-03-14,2025-03-14,45730.0,47150.0,116247.0,122059.0,2025-03-17,,,,,,,,,,,,,,2025-03-17
426,HVDC-ADOPT-ZEN-0006 A,,HVDC-ADOPT-ZEN-0006 A,2024-09-30 00:00:00,,FIRE EATER,,,Fire Extinguishing System,CIF,EUR,,,,397041.12,Denmark,Copenhagen,Khalifa port,SEA EX 2411F-180A,NEUN FELDE,,,,C,42,3.0,,,,,,,,,,,,,,,,3.0,,,,73080.0,78.61,78.61,,2024-12-19,2024-12-19,2025-03-09,2025-03-09,2025-04-16,2025-03-13,2025-03-13,45729.0,47150.0,,91272.0,,,,,,,,,,,,2025-03-14,,,2025-03-14
427,HVDC-ADOPT-SIM-0044,E04-1,477QGP51793982,2024-10-24 00:00:00,SCT-19LT-PRC-PO-004,Siemens,Elec,400kV and 132kV New Converter GIS,400kv and 132kv GIS - SHDC - PS024 GIB -IMO DG cargo,CIF,USD,,,,33827.47,GERMANY,Hamburg,Khalifa port,DXB00004622,GUAYAQUIL EXPRESS,,,Alpha Maritime,C,17,,,2.0,,,,,,,,,,,,,,2.0,,,,4380.0,27.559,27.559,,2025-01-06,2025-01-06,2025-03-12,2025-03-12,2025-04-16,2025-03-12,2025-03-14,45730.0,47150.0,6221.0,6523.0,2025-03-28,,,,,,,,,,,,,,2025-03-28
428,HVDC-ADOPT-SIM-0057,E04-1,HVDC-ADOPT-SIM-0057,2024-12-20 00:00:00,SCT-19LT-PRC-PO-004,Siemens,Elec,400kV and 132kV New Converter GIS,19LT-SCT-SE2-TR-00560 : PDMS PO# 4510190879,CIF,EUR,,,,310080.0,Italy,Malpensa,Abu Dhabi Airport,176-07829415,EK9661,,,,A,15,,,,,,,,,,,,,,,,,0.0,,,,3292.0,0.0,3.292,,2025-03-08,2025-03-08,2025-03-10,2025-03-10,2025-04-14,2025-03-17,2025-03-17,45733.0,47150.0,61910.0,65005.0,2025-04-21,2025-04-19,2025-04-01 00:00:00,,2025-03-20,,,,,2025-03-20,,,,,2025-03-20
429,HVDC-ADOPT-SCT-0069,E08,HVDC-ADOPT-SCT-0069,2025-03-15 00:00:00,5000801116,Bansuk,Elec,Lighting and Small Power Sysytem,Lighting & Small Power System (Lighting Fixture),FOB,USD,52500.0,4090.24,577.5,57167.74,Spain,Barcelona,Abu Dhabi Airport,BCN318684,EY0112,,,,A,4,,,,,,,,,,,,,,,,,0.0,,,,913.0,5.73,5.73,,2025-03-15,2025-03-15,2025-03-15,2025-03-15,2025-04-17,2025-03-17,2025-03-17,45733.0,47150.0,10498.0,11022.0,2025-04-05,,,,,,,,,,,,,,2025-04-05
430,HVDC-ADOPT-HE-0319-1,E01,PRL-SHU-049-A1,2025-03-12 00:00:00,4572116646,Hitachi,Elec,Main Converter,CONTROL CUBICLE,DAP,SEK,5666350.0,148342.12,566635.0,6381327.12,Denmark,Billund,Abu Dhabi Airport,1130116616,EY,,,Scan Global Logistics AB,A,10,,,,,,,,,,,,,,,,,0.0,,,,4857.0,37.785,37.785,,2025-03-14,2025-03-14,2025-03-17,2025-03-17,2025-04-16,2025-03-18,2025-03-18,45734.0,47150.0,115810.0,121600.0,2025-03-21,,,,,,,,,,,,,,2025-03-21
431,HVDC-ADOPT-HE-0319-2,E01,PRL-SHU-049-A2,2025-03-12 00:00:00,4572116646,Hitachi,Elec,Main Converter,CONTROL CUBICLE,DAP,SEK,5099715.0,139351.13,509971.5,5749037.63,Denmark,Billund,Abu Dhabi Airport,1130116617,EY,,,Scan Global Logistics AB,A,9,,,,,,,,,,,,,,,,,0.0,,,,4785.0,35.517,35.517,,2025-03-14,2025-03-14,2025-03-18,2025-03-18,2025-04-16,2025-03-19,2025-03-19,45735.0,47150.0,104772.0,110010.0,2025-03-21,,,,,,,,,,,,,,2025-03-21
432,HVDC-ADOPT-HE-0319-3,E01,PRL-SHU-049-A3,2025-03-12 00:00:00,4572116646,Hitachi,Elec,Main Converter,CONTROL CUBICLE,DAP,SEK,4533080.0,25841.36,453308.0,5012229.36,Denmark,Billund,Abu Dhabi Airport,1130116619,EY,,,Scan Global Logistics AB,A,8,,,,,,,,,,,,,,,,,0.0,,,,1086.0,4.895,4.895,,2025-03-14,2025-03-14,2025-03-17,2025-03-17,2025-04-16,2025-03-18,2025-03-18,45734.0,47150.0,90963.0,95511.0,2025-03-21,,,,,,,,,,,,,,2025-03-21
433,HVDC-ADOPT-SCT-0065,E08,HVDC-ADOPT-SCT-0065,2025-03-11 00:00:00,5001005974,JEONO ELECTRIC,Elec,Terminal Lug,Terminal Lug,FOB,USD,32724.95,7160.0,359.97,40244.92,KOREA,Incheon,Abu Dhabi Airport,SUN1184900,TK6545,,,,A,3,,,,,,,,,,,,,,,,,0.0,,,,1432.0,3.288,3.288,,2025-03-16,2025-03-16,2025-03-18,2025-03-18,2025-04-16,2025-03-18,2025-03-18,45734.0,47150.0,7393.0,7760.0,2025-04-16,2025-04-14,,,,2025-03-25,,,,2025-04-09,,,,,2025-03-25
434,HVDC-ADOPT-SCT-0054,E08,HVDC-ADOPT-SCT-0054,2025-02-26 00:00:00,5000801116,Bansuk,Elec,Lighting and Small Power Sysytem,Lighting & Small Power System,FOB,USD,217975.0,3200.0,2397.73,223572.73,CHINA,Shekou,Khalifa port,290-700-2502-167,CMA CGM IRON,,CMA,Deugro,C,26,,,2.0,,,,,,,,,,,,,,2.0,,,,10410.0,73.49,73.49,,2025-02-26,2025-02-26,2025-03-18,2025-03-18,2025-04-16,2025-03-24,2025-03-24,45740.0,47150.0,41054.0,43106.0,2025-04-09,2025-04-08,,,,2025-03-29,,,,2025-04-09,,,,,2025-03-29
435,HVDC-ADOPT-HE-0268,E01,PRL-CS-025-O2,2025-02-24 00:00:00,4572116646,Hitachi,Elec,Main Converter,Insulator Bil 250,DAP,SEK,571677.4,4420.62,57167.74,633265.76,CHINA,Shanghai,Khalifa port,GOT36800228-001,MSC GAIA,,MSC,Scan Global Logistics AB,C,2,1.0,,,,,,,,,,,,,,,,1.0,,,,600.0,1.418,1.418,,2025-02-24,2025-02-24,2025-03-22,2025-03-22,2025-04-16,2025-03-25,2025-03-26,45742.0,47150.0,,33810.0,,,2025-04-14 00:00:00,2025-04-16,,,,,,2025-04-10,,,,,2025-04-10
436,HVDC-ADOPT-HE-0269,E01,PRL-CS-025-O2 Spare,2025-02-24 00:00:00,4572116646,Hitachi,Elec,Main Converter,Insulator Bil 250 Spare,DAP,SEK,84395.52,4420.62,8439.55,97255.69,CHINA,Shanghai,Khalifa port,GOT36800228-002,MSC GAIA,,MSC,Scan Global Logistics AB,C,2,,,,,,,,,,,,,,,,,0.0,,,,110.0,0.257,0.257,,2025-02-24,2025-02-24,2025-03-22,2025-03-22,2025-04-16,2025-03-25,2025-03-26,45742.0,47150.0,,,,,2025-04-14 00:00:00,2025-04-16,,,,,,2025-04-10,,,,,2025-04-10
437,HVDC-ADOPT-HE-0270,E01,PRL-MIR-022-O2,2025-02-24 00:00:00,4572116646,Hitachi,Elec,Main Converter,Insulator,DAP,SEK,286986.2,4420.62,28698.62,320105.44,CHINA,Shanghai,Khalifa port,GOT36800231-001,MSC GAIA,,MSC,Scan Global Logistics AB,C,1,,,,,,,,,,,,,,,,,0.0,,,,300.0,0.709,0.709,,2025-02-24,2025-02-24,2025-03-22,2025-03-22,2025-04-16,2025-03-25,2025-03-26,45742.0,47150.0,,,,2025-04-11,,,,,,,,,,,,,2025-04-11
438,HVDC-ADOPT-HE-0271,E01,PRL-MIR-022-O2 Spare,2025-02-24 00:00:00,4572116646,Hitachi,Elec,Main Converter,Insulator Spare,DAP,SEK,42197.76,4420.62,4219.78,50838.16,CHINA,Shanghai,Khalifa port,GOT36800231-002,MSC GAIA,,MSC,Scan Global Logistics AB,C,1,,,,,,,,,,,,,,,,,0.0,,,,55.0,0.128,0.128,,2025-02-24,2025-02-24,2025-03-22,2025-03-22,2025-04-16,2025-03-25,2025-03-26,45742.0,47150.0,,,,2025-04-11,,,,,,,,,,,,,2025-04-11
439,HVDC-ADOPT-HE-0272,E01,PRL-SHU-032-O2,2025-02-24 00:00:00,4572116646,Hitachi,Elec,Main Converter,Insulator,DAP,SEK,291794.4,4420.62,29179.44,325394.46,CHINA,Shanghai,Khalifa port,GOT36800232-001,MSC GAIA,,MSC,Scan Global Logistics AB,C,1,,,,,,,,,,,,,,,,,0.0,,,,300.0,0.709,0.709,,2025-02-24,2025-02-24,2025-03-22,2025-03-22,2025-04-17,2025-03-25,2025-03-26,45742.0,47150.0,,,2025-04-17,,,,,,,,,,,,,,2025-04-17
440,HVDC-ADOPT-HE-0273,E01,PRL-SHU-032-O2 Spare,2025-02-24 00:00:00,4572116646,Hitachi,Elec,Main Converter,Insulator Spare,DAP,SEK,42197.76,4420.62,4219.78,50838.16,CHINA,Shanghai,Khalifa port,GOT36800232-002,MSC GAIA,,MSC,Scan Global Logistics AB,C,1,,,,,,,,,,,,,,,,,0.0,,,,55.0,0.128,0.128,,2025-02-24,2025-02-24,2025-03-22,2025-03-22,2025-04-17,2025-03-25,2025-03-26,45742.0,47150.0,,,2025-04-17,,,,,,,,,,,,,,2025-04-17
441,HVDC-ADOPT-HE-0274,E01,PRL-SHU-033-O2,2025-02-24 00:00:00,4572116646,Hitachi,Elec,Main Converter,Insulator,DAP,SEK,277506.0,4420.62,27750.6,309677.22,CHINA,Shanghai,Khalifa port,GOT36800233-001,MSC GAIA,,MSC,Scan Global Logistics AB,C,2,,,,,,,,,,,,,,,,,0.0,,,,361.5,1.018,1.018,,2025-02-24,2025-02-24,2025-03-22,2025-03-22,2025-04-17,2025-03-25,2025-03-26,45742.0,47150.0,,,2025-04-17,,,,,,,,,,,,,,2025-04-17
442,HVDC-ADOPT-HE-0275,E01,PRL-SHU-033-O2 Spare,2025-02-24 00:00:00,4572116646,Hitachi,Elec,Main Converter,Insulator Bil 250 Spare,DAP,SEK,42262.56,4420.62,4226.26,50909.44,CHINA,Shanghai,Khalifa port,GOT36800233-002,MSC GAIA,,MSC,Scan Global Logistics AB,C,2,,,,,,,,,,,,,,,,,0.0,,,,77.5,0.194,0.194,,2025-02-24,2025-02-24,2025-03-22,2025-03-22,2025-04-17,2025-03-25,2025-03-26,45742.0,47150.0,,,2025-04-17,,,,,,,,,,,,,,2025-04-17
443,HVDC-ADOPT-HE-0326,E01,PRL-DAS-031-A4,2025-03-18 00:00:00,4572116646,Hitachi,Elec,Main Converter,CONTROL CUBICLE,DAP,SEK,1133270.0,115779.78,113327.0,1362376.78,Denmark,Billund,Abu Dhabi Airport,1130116950,EY918,,,Scan Global Logistics AB,A,2,,,,,,,,,,,,,,,,,0.0,,,,2160.0,14.504,14.504,,2025-03-21,2025-03-21,2025-03-25,2025-03-25,2025-04-17,2025-03-26,2025-03-26,45742.0,47150.0,25057.0,26310.0,,,2025-04-14 00:00:00,,,,,,,2025-03-27,,,,,2025-03-27
444,HVDC-ADOPT-HE-0291,E01,PRL-MIR-011-O4,2025-02-06 00:00:00,4572116646,Hitachi,Elec,Main Converter,Wall Bushings-GSCL1300,DAP,SEK,121921.74,61121.95,12192.17,195235.86,SWEDEN,Gothenburg,Khalifa port,GOT36800244,Maersk Cincinnati,,Maersk,Scan Global Logistics AB,C,1,,,1.0,,,,,,,,,,,,,,1.0,,,,1625.0,7.17,7.17,,2025-02-06,2025-02-06,2025-03-23,2025-03-23,2025-04-16,2025-03-25,2025-03-27,45743.0,47150.0,3568.0,3746.0,,2025-04-11,,,,,,,,,,,,,2025-04-11
445,HVDC-ADOPT-HE-0292,E01,PRL-SHU-008-O7,2025-02-13 00:00:00,4572116646,Hitachi,Elec,Main Converter,External Pipe Coolers,DAP,SEK,4153744.8,55903.93,415374.48,4625023.21,SWEDEN,Gothenburg,Khalifa port,GOT36800243,ANE MAERSK,,Maersk,Scan Global Logistics AB,C,8,,,4.0,,,,,,,,,,,,,,4.0,,,,19210.0,135.42,135.42,,2025-02-13,2025-02-13,2025-03-23,2025-03-23,2025-04-16,2025-03-25,2025-03-27,45743.0,47150.0,8549.0,93497.0,2025-04-15,,,,,,,,,,,,,,2025-04-15
446,HVDC-ADOPT-HE-0298,E01,PRL-MIR-029-O,2025-02-13 00:00:00,4572116646,Hitachi,Elec,Main Converter,HMD62 RH+T Duct Transmitter,DAP,SEK,103386.44,3639.92,10338.64,117365.0,SWEDEN,Gothenburg,Khalifa port,GOT36800249,ANE MAERSK,,Maersk,Scan Global Logistics AB,C,1,,,,,,,,,,,,,,,,,0.0,,,,30.0,0.3,0.3,,2025-02-13,2025-02-13,2025-03-23,2025-03-23,2025-04-16,2025-03-25,2025-03-27,45743.0,47150.0,,,,2025-04-11,,,2025-04-12,,,,,,,,,,2025-04-11
447,HVDC-ADOPT-HE-0299,E01,PRL-SHU-042-O,2025-02-13 00:00:00,4572116646,Hitachi,Elec,Main Converter,HMD62 RH+T Duct Transmitter,DAP,SEK,103386.44,3639.92,10338.64,117365.0,SWEDEN,Gothenburg,Khalifa port,GOT36800250,ANE MAERSK,,Maersk,Scan Global Logistics AB,C,1,,,,,,,,,,,,,,,,,0.0,,,,31.0,0.3,0.3,,2025-02-13,2025-02-13,2025-03-23,2025-03-23,2025-04-17,2025-03-25,2025-03-27,45743.0,47150.0,,,2025-06-16,,,,2025-04-12,,,,,,,,,,2025-04-12
448,HVDC-ADOPT-HE-0300,E01,PRL-CS-031-O,2025-02-13 00:00:00,4572116646,Hitachi,Elec,Main Converter,HMD62 RH+T Duct Transmitter,DAP,SEK,206772.88,5584.75,20677.29,233034.92,SWEDEN,Gothenburg,Khalifa port,GOT36800251,ANE MAERSK,,Maersk,Scan Global Logistics AB,C,1,,,,,,,,,,,,,,,,,0.0,,,,52.0,0.4,0.4,,2025-02-13,2025-02-13,2025-03-23,2025-03-23,2025-04-17,2025-03-25,2025-03-27,45743.0,47150.0,,,,,,,2025-04-10,,,,,,,,,,2025-04-10
449,HVDC-ADOPT-SCT-0055,E08,HVDC-ADOPT-SCT-0055,2025-02-18 00:00:00,5000789074,TaeHwa,Elec,Cable Tray System,Cable Tray System (13th),FOB,USD,203871.0,15200.0,2242.58,221313.58,KOREA,Busan Port,Khalifa port,290-700-2502-065,HMM DAON,,HMM,Deugro,C,60,1.0,,9.0,,,,,,,,,,,,,,10.0,,,,113708.0,326.321,326.321,,2025-02-18,2025-02-18,2025-03-28,2025-03-29,2025-04-17,2025-03-26,2025-03-27,45743.0,47150.0,40639.0,42671.0,2025-04-11,2025-04-14,2025-04-16 00:00:00,,,,,,,2025-04-08,,,,,2025-04-08
450,HVDC-ADOPT-SCT-0052,E08,HVDC-ADOPT-SCT-0052,2025-02-18 00:00:00,5001009797,Dong-A Bestech,Elec,Cable Gland,Cable Gland 2nd,FOB,USD,153749.31,1600.0,1691.24,157040.55,KOREA,Busan Port,Khalifa port,290-700-2502-064,HMM DAON,,HMM,Deugro,C,4,,,1.0,,,,,,,,,,,,,,1.0,,,,8605.0,24.561,24.561,,2025-02-18,2025-02-18,2025-03-28,2025-03-28,2025-04-17,2025-03-26,2025-03-28,45744.0,47150.0,28837.0,30278.0,2025-04-09,2025-04-14,,2025-04-21,,2025-04-09,,,,2025-04-09,,,,,2025-04-09
451,HVDC-ADOPT-SCT-0051,E08,HVDC-ADOPT-SCT-0051,2025-02-18 00:00:00,5000761114,Dong Yang,Elec,Cathodic Protection,Cathodic Protection Systems (4th),FOB,USD,36212.6,800.0,434.55,37447.15,KOREA,Busan Port,Khalifa port,290-700-2502-063,HMM DAON,,HMM,Deugro,C,3,1.0,,,,,,,,,,,,,,,,1.0,,,,1724.0,4.271,4.271,,2025-02-18,2025-02-18,2025-03-28,2025-03-29,2025-04-17,2025-03-26,2025-03-29,45745.0,47150.0,1684.0,6961.0,2025-04-11,2025-04-14,,2025-05-29,,,,,,2025-05-12,,,,,2025-04-11
452,HVDC-ADOPT-SCT-0050,E08,HVDC-ADOPT-SCT-0050,2025-02-18 00:00:00,5001003776,Sangdong,Elec,Earthing & Lightning Protection Material,Earthing & Lightning Protection Material (3rd),FOB,USD,15130.32,800.0,181.56,16111.88,KOREA,Busan Port,Khalifa port,290-700-2502-062,HMM DAON,,HMM,Deugro,C,6,1.0,,,,,,,,,,,,,,,,1.0,,,,3980.0,9.679,9.679,,2025-02-18,2025-02-18,2025-03-28,2025-03-29,2025-04-17,2025-03-26,2025-03-27,45743.0,47150.0,2959.0,3107.0,2025-04-09,2025-04-14,2025-04-24 00:00:00,2025-04-21,,,,,,2025-04-09,,,,,2025-04-09
453,HVDC-ADOPT-HE-0301-1,E01,PRL-CS-029-O,2025-02-26 00:00:00,4572116646,Hitachi,Elec,Main Converter,Insulators / Hings,DAP,SEK,135801.05,13239.58,13580.11,162620.74,BELGIUM,Antwerp,Khalifa port,GOT36800252,ANE MAERSK,,MAERSK,Scan Global Logistics AB,C,2,,,,,,,,,,,,,,,,,0.0,,,,996.0,1.6,1.6,,2025-02-26,2025-02-26,2025-03-28,2025-03-28,2025-04-16,2025-03-28,2025-04-02,45749.0,47150.0,47436.0,49806.0,,,,,,2025-04-05,,,,,,,,,2025-04-05
454,HVDC-ADOPT-HE-0311-1,E01,PRL-SHU-045-O,2025-02-26 00:00:00,4572116646,Hitachi,Elec,Main Converter,Aluminium Busbar Tube 160x6mm,DAP,SEK,808738.59,34665.78,80873.86,924278.23,BELGIUM,Antwerp,Khalifa port,GOT36800260,ANE MAERSK,,MAERSK,Scan Global Logistics AB,C,51,,,3.0,,,,,,,,,,,,,,3.0,,,,8794.0,48.1,48.1,,2025-02-26,2025-02-26,2025-03-28,2025-03-28,2025-04-16,2025-03-28,2025-04-02,45749.0,47150.0,,,2025-06-02,,,,2025-04-05,,,,,,,,,,2025-04-05
455,HVDC-ADOPT-HE-0308,E01,PRL-DAS-028-O1,2025-02-26 00:00:00,4572116646,Hitachi,Elec,Main Converter,Aluminium Busbar Tube 250x6mm,DAP,SEK,1197789.91,166273.58,119778.99,1483842.48,BELGIUM,Antwerp,Khalifa port,GOT36800258,MAERSK HERRERA,,MAERSK,Scan Global Logistics AB,C,24,,,,,,,,,,,,,,,,,0.0,,,,6273.0,45.4,45.4,,2025-02-26,2025-02-26,2025-03-28,2025-03-28,2025-04-16,2025-03-28,2025-04-02,45749.0,47150.0,,,,,,,2025-04-05,,,,,2025-08-05,,,,,2025-04-05
456,HVDC-ADOPT-HE-0309-1,E01,PRL-DAS-028-O2-1,2025-02-26 00:00:00,4572116646,Hitachi,Elec,Main Converter,Aluminium Busbar Tube 160x6mm,DAP,SEK,,,,,BELGIUM,Antwerp,Khalifa port,GOT36800258,MAERSK HERRERA,,MAERSK,Scan Global Logistics AB,C,19,,,,,,,,,,,,,,,,,0.0,,,,3751.0,20.9,20.9,,2025-02-26,2025-02-26,2025-03-28,2025-03-28,2025-04-16,2025-03-28,2025-04-02,45749.0,47150.0,,,,,,,2025-04-05,,,,,2025-08-05,,,,,2025-04-05
457,HVDC-ADOPT-HE-0310-1,E01,PRL-DAS-028-O3-1,2025-02-26 00:00:00,4572116646,Hitachi,Elec,Main Converter,Aluminium Busbar Tube 160x6mm,DAP,SEK,,,,,BELGIUM,Antwerp,Khalifa port,GOT36800258,MAERSK HERRERA,,MAERSK,Scan Global Logistics AB,C,26,,,,,,,,,,,,,,,,,0.0,,,,4099.0,21.5,21.5,,2025-02-26,2025-02-26,2025-03-28,2025-03-28,2025-04-16,2025-03-28,2025-04-02,45749.0,47150.0,,,,,2025-06-13 00:00:00,,2025-04-05,,,,,2025-08-06,,,,,2025-04-05
458,HVDC-ADOPT-SCT-0053,E08,HVDC-ADOPT-SCT-0053,2025-01-23 00:00:00,5000801116,Bansuk,Elec,Lighting and Small Power Sysytem,Lighting & Small Power System,FOB,USD,94045.0,2660.0,1034.5,97739.5,Spain,Barcelona,Khalifa port,290-700-2502-077,MSC CATANIA,,MSC,Deugro,C,37,,,1.0,,,,,,,,,,,,,,1.0,,,,5302.0,48.257,48.257,,2025-02-27,2025-02-27,2025-04-01,2025-04-01,2025-04-30,2025-04-03,2025-04-04,45751.0,47150.0,17949.0,18845.0,2025-04-21,2025-04-22,,,,,,,,2025-04-21,,,,,2025-04-21
459,HVDC-ADOPT-SCT-0061,E08,HVDC-ADOPT-SCT-0061,2025-03-31 00:00:00,5000801116,Bansuk,Elec,Lighting and Small Power Sysytem,Lighting Fixture,FOB,USD,14100.0,2030.0,169.2,16299.2,Spain,Vitoria-Gasteiz,Abu Dhabi Airport,MAD-00002288,EK4607 / 9906,,,Deugro,A,4,,,,,,,,,,,,,,,,,0.0,,,,406.0,3.423,3.423,,2025-03-28,2025-03-28,2025-04-04,2025-04-04,2025-04-28,2025-04-04,2025-04-04,45751.0,47150.0,2993.0,3143.0,2025-05-01,2025-04-30,2025-04-25 00:00:00,2025-04-27,,,,,,2025-04-17,,,,,2025-04-17
460,HVDC-ADOPT-SIM-0066,E04-1,HVDC-ADOPT-SIM-0066,2025-01-23 00:00:00,SCT-19LT-PRC-PO-004,STATRON,Elec,400kV and 132kV New Converter GIS,Statron Battery,CIF,EUR,,,,40520.0,India,Visakhapatnam,Khalifa port,BBC/ABU/17763,MSC Sabrina,,MSC,,C,32,1.0,,,,,,,,,,,,,,,,1.0,,,,5028.0,6.58,6.58,,2025-02-26,2025-02-26,2025-03-31,2025-03-31,2025-04-30,2025-04-02,2025-04-07,45754.0,47150.0,8190.0,8596.0,2025-04-19,2025-04-19,,,,,,,,,,,,,2025-04-19
461,HVDC-ADOPT-SCT-0079,E08,HVDC-ADOPT-SCT-0079,2025-03-27 00:00:00,5000801116,Bansuk,Elec,Lighting and Small Power Sysytem,Lighting & Small Power System,FOB,USD,16080.0,2220.44,176.88,18477.32,Spain,Vitoria-Gasteiz,Abu Dhabi Airport,MAD-00002284,QR9274,,,Deugro,A,4,,,,,,,,,,,,,,,,,0.0,,,,257.4,2.537,2.537,,2025-03-27,2025-03-27,2025-04-01,2025-04-01,2025-04-30,2025-04-07,2025-04-07,45754.0,47150.0,3393.0,3563.0,,2025-04-29,2025-04-13 00:00:00,,,,,,,2025-04-08,,,,,2025-04-08
462,HVDC-ADOPT-SIM-0056,E04-1,477QGP51800132,2024-12-30 00:00:00,SCT-19LT-PRC-PO-004,Siemens,Elec,400kV and 132kV New Converter GIS,SHDC - GIS Spares -PS037 GIS spares,CIF,USD,,,,1505079.24,GERMANY,Hamburg,Khalifa port,DXB00004927,Maersk Cincinnati,,MAERSK,Alpha Maritime,C,44,1.0,,6.0,,,,,,,2.0,,,,,,,9.0,,,,39666.8,311.11,311.11,,2025-02-13,2025-02-13,2025-03-23,2025-03-23,2025-04-30,2025-03-25,2025-04-07,45754.0,47150.0,268734.0,289808.0,2025-04-24,,,,,,,,,,,,,,2025-04-24
